token_symbol,chain,contract_address,pair_address,price_usd,fdv_usd,lp_usd,volume_24h_usd,unique_traders_24h,buys_24h,sells_24h,dex,trade_url,explorer_url,twitter_url,telegram_url,website_url,age_hours,reject_reason
NAKA,polygon,0x311434160D7537be358930def317AfB606C0D737,0xe6c36EeD27C2E8eCb9a233Bf12Da06C9730b5955,0.2901,52220005.0,86720.99,10535.84,59,24,35,DEX,https://dexscreener.com/polygon/0xe6c36eed27c2e8ecb9a233bf12da06c9730b5955,https://polygonscan.com/token/0x311434160D7537be358930def317AfB606C0D737,https://x.com/NakamotoGames,,,25414.73,age>720h
AECH,polygon,0x61c4B0b4E1f2860020f5bb788022fE4DF88b309D,0xD5002A3e5b23A232E41CD632B74d6EdD0E4A960E,0.0001181,1181521.0,945986.5,145.62,27,20,7,DEX,https://dexscreener.com/polygon/0xd5002a3e5b23a232e41cd632b74d6edd0e4a960e,https://polygonscan.com/token/0x61c4B0b4E1f2860020f5bb788022fE4DF88b309D,,,,17.51,vliq<0.12
APEPE,polygon,0xA3f751662e282E83EC3cBc387d225Ca56dD63D3A,0xcec31E540163DDf45A394E00b11ae442DdC0D704,9.412e-07,197669335.0,1064170.24,328.45,106,57,49,DEX,https://dexscreener.com/polygon/0xcec31e540163ddf45a394e00b11ae442ddc0d704,https://polygonscan.com/token/0xA3f751662e282E83EC3cBc387d225Ca56dD63D3A,https://x.com/APEPE_MEME,https://t.me/apeandpepe,https://apepe.lol/,10468.89,age>720h
TTAJ,polygon,0x3C12f8829041bF99DEAa2965014E01b750F87905,0xA6a2D598365cd758bA0a72cD95B7f8805248A5D5,0.006097,676829.0,302546.96,3666.76,29,18,11,DEX,https://dexscreener.com/polygon/0xa6a2d598365cd758ba0a72cd95b7f8805248a5d5,https://polygonscan.com/token/0x3C12f8829041bF99DEAa2965014E01b750F87905,https://x.com/TajmToken?t=HMPlnoYar1pIesnwMq1oHw&s=09,https://t.me/ttajofficiel,https://ttajm.com,14716.94,age>720h
BET,polygon,0xbF7970D56a150cD0b60BD08388A4A75a27777777,0xDa67d7c01C4C8F757C105c0890d94AC489952cD5,0.001432,1114167543.0,890471.39,7314.41,104,70,34,DEX,https://dexscreener.com/polygon/0xda67d7c01c4c8f757c105c0890d94ac489952cd5,https://polygonscan.com/token/0xbF7970D56a150cD0b60BD08388A4A75a27777777,https://x.com/betfin_official,https://t.me/betfin_official,https://betfin.io/,12128.7,age>720h
MOON,polygon,0x7AEfff599570dEC2F3DbBc2ACe3cb1F8206749eB,0x9EC6021aEc19a555ce3C8e3367212d9812c9Aa24,0.0004606,4606772.0,75783.34,917.33,37,10,27,DEX,https://dexscreener.com/polygon/0x9ec6021aec19a555ce3c8e3367212d9812c9aa24,https://polygonscan.com/token/0x7AEfff599570dEC2F3DbBc2ACe3cb1F8206749eB,https://twitter.com/wolfswapdotapp,https://t.me/moonflowlabs,https://wolfswap.app,14495.08,age>720h
TBA,polygon,0xAb5cbcd6dE0b57121cA917bbF1f1CA65c3a870cb,0x7fD81FeDeADea66a040354398407b44C451010c6,2.579e-05,257957.0,232161.74,7.59,6,6,0,DEX,https://dexscreener.com/polygon/0x7fd81fedeadea66a040354398407b44c451010c6,https://polygonscan.com/token/0xAb5cbcd6dE0b57121cA917bbF1f1CA65c3a870cb,,,,22.6,vliq<0.12
FROTH,polygon,0x1E796DEBcB656bd71f2f2311443A52EC8c98229F,0x4CeBDba7AD7cBd8CD17Bd133d7843eE85d459Dfb,0.001565,1243210.0,86641.53,202.91,10,6,4,DEX,https://dexscreener.com/polygon/0x4cebdba7ad7cbd8cd17bd133d7843ee85d459dfb,https://polygonscan.com/token/0x1E796DEBcB656bd71f2f2311443A52EC8c98229F,https://x.com/muzzle_run,https://t.me/FrothToken,https://muzzle.run/,14994.83,age>720h
XPL,polygon,0x8DF2BDB835e560Ff8fdF3FB610CC8211A90E2966,0x70c8D6Ed8e8aBa010E1E9e9C36637427A41Ade69,0.4969,496929450.0,472082977.77,0.38,33,32,1,DEX,https://dexscreener.com/polygon/0x70c8d6ed8e8aba010e1e9e9c36637427a41ade69,https://polygonscan.com/token/0x8DF2BDB835e560Ff8fdF3FB610CC8211A90E2966,,,,2.39,"lp$472082978 outside [4000,1500000]"
RUSK,polygon,0x231878d973C09fBCc0CA2239fFfb717795402cB4,0x9ba3a271CcE3e93c05D35e66B15D25AC51478206,0.0008714,817798.0,34074.06,1449.77,15,10,5,DEX,https://dexscreener.com/polygon/0x9ba3a271cce3e93c05d35e66b15d25ac51478206,https://polygonscan.com/token/0x231878d973C09fBCc0CA2239fFfb717795402cB4,https://twitter.com/magicalchemydao,https://t.me/magicalchemygame,https://magicalchemy.org/,7129.79,age>720h
SPONGE,polygon,0x53dF32548214f51821CF1Fe4368109ac5DdeA1Ff,0xA01f64FA1b923dD9c5C7618b39A6Ba8098a88863,4.11e-06,616630.0,39347.98,6764.75,98,62,36,DEX,https://dexscreener.com/polygon/0xa01f64fa1b923dd9c5c7618b39a6ba8098a88863,https://polygonscan.com/token/0x53dF32548214f51821CF1Fe4368109ac5DdeA1Ff,https://twitter.com/spongeoneth,https://t.me/Spongeoneth,https://spongetoken.vip/en,14276.38,age>720h
BAE,polygon,0x920D37Fc843A304d0BA039900C70f555B501c5CD,0x9b74205381193cC42429Da19Eb8dEEa11A7b3F80,0.0865,115490.0,61069.57,210.6,25,10,15,DEX,https://dexscreener.com/polygon/0x9b74205381193cc42429da19eb8deea11a7b3f80,https://polygonscan.com/token/0x920D37Fc843A304d0BA039900C70f555B501c5CD,,,,16807.71,age>720h
SAND,polygon,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,0xDe92E7fBe021344BA02D9225792d219d3A2dDd58,0.2948,88910454.0,57612.35,27373.07,106,71,35,DEX,https://dexscreener.com/polygon/0xde92e7fbe021344ba02d9225792d219d3a2ddd58,https://polygonscan.com/token/0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,,,,32851.06,age>720h
PAY,polygon,0x116D48fa23B189328242eB18416aD7EF5Ca09076,0x88115b7cE1A6b1CdEDDad59b454E27E6f9730602,0.002844,248398.0,335858.57,6603.52,1124,1124,0,DEX,https://dexscreener.com/polygon/0x88115b7ce1a6b1cdeddad59b454e27e6f9730602,https://polygonscan.com/token/0x116D48fa23B189328242eB18416aD7EF5Ca09076,,,,985.64,age>720h
NAKA,polygon,0x311434160D7537be358930def317AfB606C0D737,0x1aD30c12200CD340CDF7a315a5f6b89921aC7651,0.2876,51777703.0,47864.6,11874.96,125,72,53,DEX,https://dexscreener.com/polygon/0x1ad30c12200cd340cdf7a315a5f6b89921ac7651,https://polygonscan.com/token/0x311434160D7537be358930def317AfB606C0D737,https://x.com/NakamotoGames,,,17619.45,age>720h
POL,katana,0xb24e3035d1FCBC0E43CF3143C3Fd92E53df2009b,0x401489B205fA340F7e120aAfd00694Ec506D0E7F,0.2471,1077548.0,1114841.68,104931.57,230,76,154,DEX,https://dexscreener.com/katana/0x401489b205fa340f7e120aafd00694ec506d0e7f,,,,,1989.67,age>720h
QUICK,polygon,0xB5C064F955D8e7F38fE0460C556a72987494eE17,0x9F1A8cAF3C8e94e43aa64922d67dFf4dc3e88A42,0.02289,18645049.0,1294064.42,341916.31,1034,504,530,DEX,https://dexscreener.com/polygon/0x9f1a8caf3c8e94e43aa64922d67dff4dc3e88a42,https://polygonscan.com/token/0xB5C064F955D8e7F38fE0460C556a72987494eE17,,,,,fdv>15000000
LINK,polygon,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,0x0A28C2F5E0E8463E047C203F00F649812aE67E4f,22.94,35294562.0,163590.25,108766.06,863,395,468,DEX,https://dexscreener.com/polygon/0x0a28c2f5e0e8463e047c203f00f649812ae67e4f,https://polygonscan.com/token/0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,,,,30828.11,age>720h
TRYAN,polygon,0x550F908e06d1DA4FFEe6B1FB63730F88eCc4d230,0xA030BE97a53d6462C675962feC3EaFbE53b8bb6C,5.283e-05,50938.0,15105.49,591.32,39,21,18,DEX,https://dexscreener.com/polygon/0xa030be97a53d6462c675962fec3eafbe53b8bb6c,https://polygonscan.com/token/0x550F908e06d1DA4FFEe6B1FB63730F88eCc4d230,https://x.com/RichOrDieTRYAN,https://t.me/RichOrDieTRYAN,https://www.richordietryan.club/,10990.27,age>720h
MXM,polygon,0x3F988C02fF906fac45C3eBa40f1c140b6f37074c,0x1422678FcFB6c08aA65C1d30f85f085CfdAda126,0.01251,250242141.0,25024257.0,0.0,2,1,1,DEX,https://dexscreener.com/polygon/0x1422678fcfb6c08aa65c1d30f85f085cfdada126,https://polygonscan.com/token/0x3F988C02fF906fac45C3eBa40f1c140b6f37074c,,,,10109.86,age>720h
KC,polygon,0x784665471bB8B945b57A76a9200B109Ee214E789,0x6E76fcb1E64D441B75721021f6b8e4Fc1B41F65b,0.0001299,126884.0,38123.14,149.22,65,33,32,DEX,https://dexscreener.com/polygon/0x6e76fcb1e64d441b75721021f6b8e4fc1b41f65b,https://polygonscan.com/token/0x784665471bB8B945b57A76a9200B109Ee214E789,https://x.com/krasnal_coin,https://t.me/krasnalcoin_official,http://krasnalcoin.pl,15247.07,age>720h
SAND,polygon,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,0xD85A25332b57cc447a791100E7317e534d553761,0.2945,88833058.0,34290.5,17728.09,377,182,195,DEX,https://dexscreener.com/polygon/0xd85a25332b57cc447a791100e7317e534d553761,https://polygonscan.com/token/0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,,,,,fdv>15000000
BSC,base,0xa7c835458592dE97057A43487baFb31Cf955a7c4,0xDF59434E450B422ad763B0B97A110b4C8CdaE49a,0.000116,111819.0,54253.85,18801.18,11253,11022,231,Base DEX,https://dexscreener.com/base/0xdf59434e450b422ad763b0b97a110b4c8cdae49a,https://basescan.org/token/0xa7c835458592dE97057A43487baFb31Cf955a7c4,https://x.com/Basecoinme,https://t.me/Basecoin_me,https://basecoin.me,8614.35,age>720h
BSC,polygon,0x8701B4C17FCE6128c7B95904F7ca79AbfE813Ce6,0xc73d76df90323Fd0C5C5D3330506A987dB877726,5.341e-05,53412.0,20551.89,0.0,4,0,4,DEX,https://dexscreener.com/polygon/0xc73d76df90323fd0c5c5d3330506a987db877726,https://polygonscan.com/token/0x8701B4C17FCE6128c7B95904F7ca79AbfE813Ce6,,,,2331.13,age>720h
BSC,bsc,0x49AdF5A3cBfC8d5F0AD50C07CE9Dae8AB9645739,0x418864e6566d9Dd10EE155981eF70BaD2ae441Df,6.982e-06,6982.0,12247.09,570.35,2,1,1,DEX,https://dexscreener.com/bsc/0x418864e6566d9dd10ee155981ef70bad2ae441df,https://bscscan.com/token/0x49AdF5A3cBfC8d5F0AD50C07CE9Dae8AB9645739,https://x.com/BSCMEMEcom,https://t.me/bscmemecom,https://bscmeme.com/,4479.17,age>720h
BSC,bsc,0x8c29fC7a43eB6dc592C1d5f06d3fD574d9Fb1fd7,0x2cc501334fe65fF0304e8563e3D3C79fAB54B50b,6.168e-06,6168.0,11430.73,4.36,1,0,1,DEX,https://dexscreener.com/bsc/0x2cc501334fe65ff0304e8563e3d3c79fab54b50b,https://bscscan.com/token/0x8c29fC7a43eB6dc592C1d5f06d3fD574d9Fb1fd7,,,,4411.85,age>720h
BSC,bsc,0xba4A3C140436Ee1e1097730269c5e673Bfcf4444,0x52F52C38afDA6063844297f479d6853f1A0aE8ac,5.675e-06,5676.0,11131.93,234.87,2,1,1,DEX,https://dexscreener.com/bsc/0x52f52c38afda6063844297f479d6853f1a0ae8ac,https://bscscan.com/token/0xba4A3C140436Ee1e1097730269c5e673Bfcf4444,https://x.com/Bad_Silly_Cat_,https://t.me/Bad_Silly_Cat,https://badsillycat.xyz,2809.0,age>720h
BSC,solana,AGnQee4846ujns5PFuRL11WBBKCKvAvgn9hxpjTCbonk,DAYVjVoF6gjAWXyz4iju1LkVrjGNVzvYTqp9FaQb5Afi,3.051e-05,30511.0,30712.86,128.75,4,1,3,Raydium (Solana),https://dexscreener.com/solana/dayvjvof6gjawxyz4iju1lkvrjgnvzvytqp9faqb5afi,https://solscan.io/token/AGnQee4846ujns5PFuRL11WBBKCKvAvgn9hxpjTCbonk,https://x.com/i/communities/1921966385728537031,,,3168.31,age>720h
BSC,solana,Gqon2k62PD1uVJ9f9pamhPSrf2BeWGEAzDfxkWdXpump,G48y8c2x7W2sUutNF3bc73MZuKSkNE2Tzc6p3L9oNkuk,2.322e-05,23194.0,28825.51,97.28,1,0,1,Raydium (Solana),https://dexscreener.com/solana/g48y8c2x7w2suutnf3bc73mzukskne2tzc6p3l9onkuk,https://solscan.io/token/Gqon2k62PD1uVJ9f9pamhPSrf2BeWGEAzDfxkWdXpump,https://twitter.com/i/communities/1929446303546957832,,,8170.32,age>720h
BSC,base,0xa7c835458592dE97057A43487baFb31Cf955a7c4,0xb462d5aBdB987d1aC9AB2763b4320c88ec4e86bB,0.0001144,110279.0,545.4,16.24,8,5,3,Base DEX,https://dexscreener.com/base/0xb462d5abdb987d1ac9ab2763b4320c88ec4e86bb,https://basescan.org/token/0xa7c835458592dE97057A43487baFb31Cf955a7c4,https://x.com/Basecoinme,https://t.me/Basecoin_me,https://basecoin.me,32.81,"lp$545 outside [4000,1500000]"
BSC,bsc,0x17bc015607Fdf93e7C949e9Ca22f96907cFBeF88,0x8085103290FBd04529Dd6721764a7E4577e82eE8,0.04686,70321.0,236.79,9.02,8,5,3,DEX,https://dexscreener.com/bsc/0x8085103290fbd04529dd6721764a7e4577e82ee8,https://bscscan.com/token/0x17bc015607Fdf93e7C949e9Ca22f96907cFBeF88,,,,38558.93,age>720h
BSC,bsc,0x24006fB5f9fBeCEa9b53CfeE9B8eB17c98B13eB8,0x4b9937FCda4814A7FA1A413B6Ce788CecC4e655F,1.485e-14,6240.0,7008.95,3.97,2,0,2,DEX,https://dexscreener.com/bsc/0x4b9937fcda4814a7fa1a413b6ce788cecc4e655f,https://bscscan.com/token/0x24006fB5f9fBeCEa9b53CfeE9B8eB17c98B13eB8,,,,36940.25,age>720h
BSC,bsc,0x17bc015607Fdf93e7C949e9Ca22f96907cFBeF88,0x07f0a669Eb618aBE6bE63C53687b274200F2C745,0.04707,70638.0,11.93,0.71,2,0,2,DEX,https://dexscreener.com/bsc/0x07f0a669eb618abe6be63c53687b274200f2c745,https://bscscan.com/token/0x17bc015607Fdf93e7C949e9Ca22f96907cFBeF88,,,,,"lp$12 outside [4000,1500000]"
BSC,bsc,0x17bc015607Fdf93e7C949e9Ca22f96907cFBeF88,0x69777b6E37b2da9b60746E6A269c113f3ddfd5A3,0.04644,69692.0,348.18,3.18,3,0,3,DEX,https://dexscreener.com/bsc/0x69777b6e37b2da9b60746e6a269c113f3ddfd5a3,https://bscscan.com/token/0x17bc015607Fdf93e7C949e9Ca22f96907cFBeF88,,,,,"lp$348 outside [4000,1500000]"
BSC,bsc,0xcB8b1A33b5569D3728B4F834d01C7DF0608fB184,0x20116502fBC5665FcCDf0f6B16Fb1cF6b879Ae98,0.0001119,961341.0,3527.14,38.41,1,1,0,DEX,https://dexscreener.com/bsc/0x20116502fbc5665fccdf0f6b16fb1cf6b879ae98,https://bscscan.com/token/0xcB8b1A33b5569D3728B4F834d01C7DF0608fB184,,,,10296.88,age>720h
BSC,worldchain,0xA6720BE9541660b5da4Fd5B3d9F2a1Cd2091E192,0x7b07fd93151EF6651F5732086235406932cD374b,1.468e-12,0.0,0.29,1463.85,1,0,1,DEX,https://dexscreener.com/worldchain/0x7b07fd93151ef6651f5732086235406932cd374b,,,,,5.31,"lp$0 outside [4000,1500000]"
TARAL♆,base,0xF2aA10b6269A768F6AB3D892De421eBdea15777e,0x2bDd885FB53aDBdF93AE3cd1d185f0302E0B0e2C,1.191833270940541e+32,12.0,0.33,0.01,1,1,0,Base DEX,https://dexscreener.com/base/0x2bdd885fb53adbdf93ae3cd1d185f0302e0b0e2c,https://basescan.org/token/0xF2aA10b6269A768F6AB3D892De421eBdea15777e,,,,135.14,"lp$0 outside [4000,1500000]"
AKITA,bsc,0x1A4C5C74Fb1EC39E839799baa0A91CaEAEADEdf7,0x6AA63Fb66630239981c763522807e267F57458B1,0.0004778,112264.0,137986.11,58304.06,361,164,197,DEX,https://dexscreener.com/bsc/0x6aa63fb66630239981c763522807e267f57458b1,https://bscscan.com/token/0x1A4C5C74Fb1EC39E839799baa0A91CaEAEADEdf7,https://x.com/akitasuncoin?s=11,https://t.me/akitavip,https://www.akita-bsc.com/,6628.37,age>720h
STAND,solana,BRYt1CnDkbrRNtWuBsciA9dvvZApQbwQubcfMZCpyPrb,AUN9MfZLBpcGaZQpPNespZodbArJPgZQ8Q8tv7a1wURE,0.0002024,202409.0,82663.41,42159.11,497,424,73,Raydium (Solana),https://dexscreener.com/solana/aun9mfzlbpcgazqppnespzodbarjpgzq8q8tv7a1wure,https://solscan.io/token/BRYt1CnDkbrRNtWuBsciA9dvvZApQbwQubcfMZCpyPrb,https://x.com/dclmstand?s=21,,https://dubaichocolatelabubumatcha.meme/,1746.31,age>720h
WBSC,bsc,0xF884c4cD69807CFfEbb1e4fD8529cE048bA14444,0xCf3ef3212C5e0fb23BB0f142D7D1A2DC989b359A,0.002791,2791321.0,176366.59,13466.48,89,72,17,DEX,https://dexscreener.com/bsc/0xcf3ef3212c5e0fb23bb0f142d7d1a2dc989b359a,https://bscscan.com/token/0xF884c4cD69807CFfEbb1e4fD8529cE048bA14444,https://x.com/HsdhSjdh32254,https://t.me/wbsccommunity,,1573.72,age>720h
BSCS,bsc,0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,0x9A590a591307E67AEB3f907E1fCa53aD93b10D60,0.002167,850948.0,40106.86,9510.99,187,104,83,DEX,https://dexscreener.com/bsc/0x9a590a591307e67aeb3f907e1fca53ad93b10d60,https://bscscan.com/token/0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,https://x.com/BSCS_Global,https://t.me/BSCS_Channel,https://bscs.finance/,38651.89,age>720h
BSCS,bsc,0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,0xbcB983258088e4513870FE1a87026f92008863f4,0.002176,854554.0,33764.6,2815.11,110,34,76,DEX,https://dexscreener.com/bsc/0xbcb983258088e4513870fe1a87026f92008863f4,https://bscscan.com/token/0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,https://x.com/BSCS_Global,https://t.me/BSCS_Channel,https://bscs.finance/,38529.64,age>720h
BSCS,bsc,0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,0x61aB11015DD7D575135B27C7E10D063CfbdF7046,0.002168,851099.0,22777.17,3045.92,184,95,89,DEX,https://dexscreener.com/bsc/0x61ab11015dd7d575135b27c7e10d063cfbdf7046,https://bscscan.com/token/0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,https://x.com/BSCS_Global,https://t.me/BSCS_Channel,https://bscs.finance/,38547.9,age>720h
1DREAM,bsc,0x0C98F3e79061E0dB9569cd2574d8aac0d5023965,0xC80942EcB8004784551ea5c460134463ac2962b5,0.1095,94362.0,5549.49,409.13,20,14,6,DEX,https://dexscreener.com/bsc/0xc80942ecb8004784551ea5c460134463ac2962b5,https://bscscan.com/token/0x0C98F3e79061E0dB9569cd2574d8aac0d5023965,,https://t.me/OneDreamToken,https://1dreamtoken.com/,418.87,vliq<0.12
BSCS,bsc,0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,0xeea83e060e190C7F27DcBDA472a6d37F2CE9C383,0.002163,849409.0,5981.63,398.73,35,12,23,DEX,https://dexscreener.com/bsc/0xeea83e060e190c7f27dcbda472a6d37f2ce9c383,https://bscscan.com/token/0xbcb24AFb019BE7E93EA9C43B7E22Bb55D5B7f45D,https://x.com/BSCS_Global,https://t.me/BSCS_Channel,https://bscs.finance/,,vliq<0.12
1DREAM,bsc,0x0C98F3e79061E0dB9569cd2574d8aac0d5023965,0x53D3b80b18c8220C8c3818Baf8FD4d09F9f20D92,0.1135,97753.0,1257.58,28.68,5,2,3,DEX,https://dexscreener.com/bsc/0x53d3b80b18c8220c8c3818baf8fd4d09f9f20d92,https://bscscan.com/token/0x0C98F3e79061E0dB9569cd2574d8aac0d5023965,,https://t.me/OneDreamToken,https://1dreamtoken.com/,129.96,"lp$1258 outside [4000,1500000]"
TABBY,solana,Eq83UwKh5P7RLFhwEg3DRT8ZxNybSCPu7NVHW27E7Xmx,HjSqXzmTm7wdzpUZmKrn8hLKejhMDj4g5NMwPuY5JeMo,0.0001096,100033.0,181417.27,4.37,1,0,1,Raydium (Solana),https://dexscreener.com/solana/hjsqxzmtm7wdzpuzmkrn8hlkejhmdj4g5nmwpuy5jemo,https://solscan.io/token/Eq83UwKh5P7RLFhwEg3DRT8ZxNybSCPu7NVHW27E7Xmx,https://x.com/tendertabby,https://t.me/TrumpTenderTabby,https://wikileaks.shop/pages/cryptokitties/home.html,11595.31,age>720h
VITAI,solana,F9ie2LUQc6GhHAsVae1eYifda2PEQzxiUfWqqtTjxY4E,Xb7WLn49X81oF6dTG6kJonwVb9mrfxNxxSiQBSCJrfh,0.0005907,590724.0,110170.5,3.85,1,0,1,Raydium (Solana),https://dexscreener.com/solana/xb7wln49x81of6dtg6kjonwvb9mrfxnxxsiqbscjrfh,https://solscan.io/token/F9ie2LUQc6GhHAsVae1eYifda2PEQzxiUfWqqtTjxY4E,https://x.com/vitanovaAI,,https://vita-nova.xyz,1318.38,age>720h
DrPAL,solana,H2814bJjmr8N6VrNAQkTsBscN3BSvDn4HDgSceTcpump,6YmLBoiMJ3VVL4Y63mcW2xvAokcSvMohGHfttGUMgoc7,0.0002862,286251.0,88589.82,1257.43,3,1,2,Raydium (Solana),https://dexscreener.com/solana/6ymlboimj3vvl4y63mcw2xvaokcsvmohghfttgumgoc7,https://solscan.io/token/H2814bJjmr8N6VrNAQkTsBscN3BSvDn4HDgSceTcpump,https://x.com/DrPAL_ai,https://t.me/DrPAL_ai,https://saa-ai.com/Product/,6811.45,age>720h
BSCREENER,solana,4PYijC1Xas63cxdoYnUg7SQgcg23UgNNcPmvbj6KNUSz,FRSyH7ZYF8JwVbMBpHTtBoBhtNDQg5UJeUDF8MFR99dq,0.0001009,100889.0,72341.4,173.19,11,3,8,Meteora (Solana),https://dexscreener.com/solana/frsyh7zyf8jwvbmbphttbobhtndqg5ujeudf8mfr99dq,https://solscan.io/token/4PYijC1Xas63cxdoYnUg7SQgcg23UgNNcPmvbj6KNUSz,https://x.com/nanowisp/status/1922487966821142596,,https://believescreener.com,3134.17,age>720h
TEG,solana,TegKnVKHZAyGHDngp4rjYQYPLS7UWzFqvcXZgxDF7BM,3Ruw1upwpLUMBSCrZjyWUK4imjCiAa9AbdCczSJaD2Nn,0.001266,126694.0,61623.91,9582.13,145,111,34,Raydium (Solana),https://dexscreener.com/solana/3ruw1upwplumbscrzjywuk4imjciaa9abdcczsjad2nn,https://solscan.io/token/TegKnVKHZAyGHDngp4rjYQYPLS7UWzFqvcXZgxDF7BM,https://x.com/tegsystembots,https://t.me/tegbotsolana,https://tegbots.com/,1827.24,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x4DC22588Ade05C40338a9D95A6da9dCeE68Bcd60,0.779,3346112967.0,816322.84,3145460.79,10805,6290,4515,DEX,https://dexscreener.com/optimism/0x4dc22588ade05c40338a9d95a6da9dcee68bcd60,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0xFC1f3296458F9b2a27a0B91dd7681C4020E09D05,0.7791,3346546834.0,285389.14,198792.97,5989,3910,2079,DEX,https://dexscreener.com/optimism/0xfc1f3296458f9b2a27a0b91dd7681c4020e09d05,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29853.45,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x84a67CD00EB244edCa2288346ADD251A783243c8,0.7789,3345444196.0,95751.35,260583.37,6654,3497,3157,DEX,https://dexscreener.com/optimism/0x84a67cd00eb244edca2288346add251a783243c8,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0x68F5C0A2DE713a54991E01858Fd27a3832401849,0.7804,3352042880.0,1596315.23,218491.12,615,184,431,DEX,https://dexscreener.com/optimism/0x68f5c0a2de713a54991e01858fd27a3832401849,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29853.62,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0xB533c12fB4e7b53b5524EAb9b47d93fF6C7A456F,0.7803,3351762417.0,784756.82,218324.97,835,334,501,DEX,https://dexscreener.com/optimism/0xb533c12fb4e7b53b5524eab9b47d93ff6c7a456f,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,17472.27,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0xeBD5311beA1948e1441333976EadCFE5fBda777C,0.78,3350364216.0,167708.18,142039.61,844,348,496,DEX,https://dexscreener.com/optimism/0xebd5311bea1948e1441333976eadcfe5fbda777c,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0xd25711EdfBf747efCE181442Cc1D8F5F8fc8a0D3,0.7822,3359737963.0,1265476.61,38148.74,373,191,182,DEX,https://dexscreener.com/optimism/0xd25711edfbf747efce181442cc1d8f5f8fc8a0d3,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0x0df083de449F75691fc5A36477a6f3284C269108,0.7816,3357013484.0,112498.58,4767.48,539,122,417,DEX,https://dexscreener.com/optimism/0x0df083de449f75691fc5a36477a6f3284c269108,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0xA5EDb0EF932f7c2f37B8FC75CB01948F6258a4f8,0.7825,3361046753.0,106463.62,2475.07,229,45,184,DEX,https://dexscreener.com/optimism/0xa5edb0ef932f7c2f37b8fc75cb01948f6258a4f8,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0x1C3140aB59d6cAf9fa7459C6f83D4B52ba881d36,0.7816,3357073120.0,71140.39,6788.7,246,107,139,DEX,https://dexscreener.com/optimism/0x1c3140ab59d6caf9fa7459c6f83d4b52ba881d36,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29139.2,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x730691cDaC3Cbd4D41FC5eb9D8AbBB0cEa795B94,0.7864,3377895924.0,62433.36,123.81,90,0,90,DEX,https://dexscreener.com/optimism/0x730691cdac3cbd4d41fc5eb9d8abbb0cea795b94,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29853.86,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0xDD665a6815182CA7A294Ec03867637217097e510,0.7776,3340005215.0,57402.76,21298.15,257,244,13,DEX,https://dexscreener.com/optimism/0xdd665a6815182ca7a294ec03867637217097e510,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0xB2Ac2E5A3684411254d58B1C5A542212b782114D,0.7802,3351315309.0,50362.37,19785.9,732,334,398,DEX,https://dexscreener.com/optimism/0xb2ac2e5a3684411254d58b1c5a542212b782114d,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29014.9,age>720h
